APP_NUMBER,AMOUNT_FUNDED,INDUSTRY,COUNTRY,ANNUAL_REVENUE,YEARS_IN_BUS,FUNDED_DATE
CD2101210260,30294,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",6 years,3/25/2021
CD2108200299,28486.96,OTHER,USA,"Under 250,000",6 years,8/23/2021
CD2104300990,141737,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/12/2021
CD2104300564,161644.75,CONSTRUCTION,CAN,"500,000 - 1,000,000",7 years,5/20/2021
CD2012141049,36085,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",6 years,3/19/2021
CD2102161019,117485,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,2/26/2021
CD2012300481,149026,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,1/6/2021
CD2104300572,25461.9,CONSTRUCTION,USA,"Under 250,000",4 years,7/21/2021
CD2102160838,74385,CONSTRUCTION,USA,"Under 250,000",10+ years,2/19/2021
CD2012170902,16565,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",5 years,1/8/2021
CD2012170622,66510,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,1/12/2021
CD2012170396,25990,CONSTRUCTION,CAN,"Under 250,000",7 years,1/27/2021
CD2012170593,65446.83,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,10/29/2021
CD2101040116,109121.83,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,1/20/2021
CD2012010241,10070.76,CONSTRUCTION,USA,"250,000 - 500,000",3 years,1/28/2021
CD2012170437,52705,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/29/2021
CD2108250668,69606.25,FORESTRY,CAN,"250,000 - 500,000",4 years,9/14/2021
CD2108250768,14270,CONSTRUCTION,USA,"Under 250,000",3 years,9/10/2021
CD2108260012,16763,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,8/27/2021
CD2108260357,91641.13,CONSTRUCTION,USA,"1,000,000 - 5,000,000",9 years,12/7/2021
CD2012170857,33798.74,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",5 years,1/6/2021
CD2108260309,23083.95,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,9/29/2021
CD2012170628,42300,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,2/2/2021
CD2012170772,27454,CONSTRUCTION,USA,"5,000,000 - 10,000,000",6 years,3/16/2021
CD2102161047,16820.25,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,2/26/2021
CD2102161153,107192.25,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,6/3/2021
CD2101210341,59772.3,CONSTRUCTION,USA,"500,000 - 1,000,000",8 years,2/24/2021
CD2101040271,92245,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,1/6/2021
CD2101210598,37588.25,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/22/2021
CD2012170759,23889.75,LONG-HAUL TRANSPORTATION,CAN,"Under 250,000",3 years,1/5/2021
CD2012171045,249478.05,CONSTRUCTION,USA,"Over 10,000,000",10+ years,1/8/2021
CD2012170816,13741.42,AGRICULTURE,USA,"Under 250,000",10+ years,2/22/2021
CD2102030434,146886.5,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",10+ years,2/9/2021
CD2101210399,44637.86,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,2/24/2021
CD2101040500,58418.48,CONSTRUCTION,CAN,"500,000 - 1,000,000",5 years,3/16/2021
CD2101210565,19233.75,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",5 years,3/31/2021
CD2205060826,127704.61,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",9 years,5/11/2022
CD2203080949,141562.72,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,4/21/2022
CD2012170980,83894,AGGREGATE,USA,"250,000 - 500,000",10+ years,3/15/2021
CD2012170600,25652.5,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,4/19/2021
CD2101050028,46957.7,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,1/25/2021
CD2105270445,14283.5,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",5 years,6/2/2021
CD2101040198,251495,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/7/2021
CD2012020717,25000,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",5 years,3/30/2021
CD2012030494,43369.04,CONSTRUCTION,CAN,"Under 250,000",10+ years,3/31/2021
CD2012030020,24894.64,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,2/26/2021
CD2012021022,45693.5,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",10+ years,5/10/2021
CD2012030026,42865.4,OTHER,USA,"250,000 - 500,000",10+ years,2/22/2021
CD2012021106,53580,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,3/2/2021
CD2012021013,18117.28,OTHER,CAN,"500,000 - 1,000,000",10+ years,4/13/2021
CD2012020984,52695,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,1/25/2021
CD2012030567,33118.5,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",7 years,4/8/2021
CD2012021061,56700.27,AGRICULTURE,USA,"500,000 - 1,000,000",9 years,1/5/2021
CD2205060787,18173.25,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",5 years,5/10/2022
CD2101210365,104395,OTHER,CAN,"1,000,000 - 5,000,000",10+ years,1/26/2021
CD2102161261,14016.5,CONSTRUCTION,USA,"Under 250,000",9 years,2/24/2021
CD2102161207,38645,CONSTRUCTION,USA,"5,000,000 - 10,000,000",6 years,3/31/2021
CD2102161230,52587.86,MANUFACTURING,USA,"Over 10,000,000",5 years,2/22/2021
CD2102170217,135682.56,CONSTRUCTION,USA,"Over 10,000,000",10+ years,8/19/2021
CD2101040160,65995,LONG-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",9 years,1/26/2021
CD2012030427,36048.41,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,1/29/2021
CD2012030699,226169.46,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,1/21/2021
CD2102170771,43696.28,OTHER,USA,"500,000 - 1,000,000",8 years,3/25/2021
CD2102170237,33614.58,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,2/18/2021
CD2102170674,11447.67,AGRICULTURE,CAN,"250,000 - 500,000",10+ years,5/10/2021
CD2102170678,271035,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,4/23/2021
CD2101200747,108525.59,MATERIAL HANDLING,USA,"250,000 - 500,000",10+ years,3/4/2021
CD2101200569,38977.1,MATERIAL HANDLING,USA,"250,000 - 500,000",6 years,1/28/2021
CD2101200681,168770,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",8 years,2/3/2021
CD2101200647,24424.77,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",6 years,2/1/2021
CD2012160991,28173.53,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,1/15/2021
CD2203090541,17245,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,4/11/2022
CD2102170210,49919.25,CONSTRUCTION,CAN,"250,000 - 500,000",9 years,2/25/2021
CD2101200770,45242.92,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/26/2021
CD2203090861,105037.4,AGGREGATE,CAN,"1,000,000 - 5,000,000",10+ years,4/19/2022
CD2105270460,42190,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,5/31/2021
CD2101200326,13495,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/29/2021
CD2203090519,196795.71,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/24/2022
CD2101200679,195222.03,CONSTRUCTION,USA,"1,000,000 - 5,000,000",9 years,7/14/2021
CD2012161141,200995,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,4/23/2021
CD2102170561,56345,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,2/25/2021
CD2102170079,23315,MATERIAL HANDLING,USA,"1,000,000 - 5,000,000",10+ years,2/18/2021
CD2203100351,55250,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,4/29/2022
CD2012160841,34114.54,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",7 years,3/15/2021
CD2012160479,32324,AGRICULTURE,CAN,"Under 250,000",10+ years,1/8/2021
CD2101200350,30395,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,1/25/2021
CD2102200096,49482.31,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,2/28/2021
CD2203090005,79648.07,CONSTRUCTION,CAN,"Under 250,000",0 years,3/11/2022
CD2102170099,158739.53,CONSTRUCTION,USA,"Over 10,000,000",10+ years,2/19/2021
CD2203090647,109736.15,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/10/2022
CD2101200365,44785,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/21/2021
CD2012160794,48127,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,1/27/2021
CD2101200387,51285,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,1/26/2021
CD2203100397,30750,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",8 years,3/10/2022
CD2203090095,199395,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,3/30/2022
CD2203090652,88798.56,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,3/31/2022
CD2101200597,37285,CONSTRUCTION,USA,"Under 250,000",10+ years,1/21/2021
CD2102170640,22995,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",8 years,2/26/2021
CD2203090814,27052.5,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/17/2022
CD2101040342,18860,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",9 years,3/25/2021
CD2101200426,83615,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,3/11/2021
CD2012160394,13500,LONG-HAUL TRANSPORTATION,CAN,"Under 250,000",4 years,1/27/2021
CD2203100436,22649.33,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",2 years,3/17/2022
CD2101200407,68241.43,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,2/12/2021
CD2101040378,27055.04,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,2/17/2021
CD2108250812,22695,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",5 years,10/8/2021
CD2102200092,74827.54,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",8 years,2/25/2021
CD2203090807,9792.5,CONSTRUCTION,CAN,"250,000 - 500,000",10+ years,3/11/2022
CD2101130740,117564,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",7 years,1/15/2021
CD2012161029,86349.5,AGGREGATE,CAN,"Under 250,000",10+ years,2/26/2021
CD2012160825,53931.25,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",8 years,5/18/2021
CD2101220043,45323.03,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,3/2/2021
CD2012161119,74665,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,5/17/2021
CD2102170314,82285,MINING,USA,"1,000,000 - 5,000,000",10+ years,2/19/2021
CD2103080558,27000,CONSTRUCTION,CAN,"500,000 - 1,000,000",7 years,6/10/2021
CD2012180569,195995,LONG-HAUL TRANSPORTATION,CAN,"Over 10,000,000",10+ years,4/26/2021
CD2012180654,77636.75,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,1/8/2021
CD2012180681,23465,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/18/2021
CD2012180765,11700,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,3/25/2021
CD2012180666,10867.5,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",9 years,1/18/2021
CD2012180713,39563.55,CONSTRUCTION,USA,"500,000 - 1,000,000",6 years,3/24/2021
CD2203090028,178095,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,4/13/2022
CD2012180733,27000,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/27/2021
CD2012240210,110000,CONSTRUCTION,USA,"Under 250,000",7 years,1/27/2021
CD2012240224,37148.33,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,3/24/2021
CD2108251192,221295,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,2/9/2022
CD2101270668,18500,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,2/8/2021
CD2012240232,19056,SHORT-HAUL TRANSPORTATION,CAN,"5,000,000 - 10,000,000",10+ years,1/14/2021
CD2108260022,101437.05,CONSTRUCTION,USA,"Over 10,000,000",10+ years,9/8/2021
CD2203150967,34030.49,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",0 years,4/25/2022
CD2101270868,15001.58,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",5 years,3/4/2021
CD2101270799,44700.81,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",4 years,3/26/2021
CD2101270889,25790,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",10+ years,2/3/2021
CD2203100471,14200,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/24/2022
CD2101270496,44872.08,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,3/16/2021
CD2101270874,114881,OTHER,USA,"1,000,000 - 5,000,000",10+ years,4/21/2021
CD2101270876,18690.51,CONSTRUCTION,USA,"Under 250,000",7 years,2/2/2021
CD2104090241,33711.9,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,4/13/2021
CD2101270690,70078,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,4/20/2021
CD2101110310,87995,OTHER,CAN,"5,000,000 - 10,000,000",10+ years,3/25/2021
CD2101110098,25715,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,1/20/2021
CD2101280517,32158.6,LONG-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",10+ years,4/1/2021
CD2101270688,36250,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/26/2021
CD2101270787,54744,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,4/13/2021
CD2203100388,49077.56,CONSTRUCTION,USA,"250,000 - 500,000",7 years,4/14/2022
CD2108260011,129575,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",4 years,9/14/2021
CD2101110536,71466.26,AGGREGATE,CAN,"250,000 - 500,000",10+ years,1/26/2021
CD2101110309,35000,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",5 years,3/10/2021
CD2101110423,33472.72,OTHER,USA,"250,000 - 500,000",10+ years,2/17/2021
CD2105201064,20048.81,AGGREGATE,USA,"1,000,000 - 5,000,000",10+ years,5/25/2021
CD2105201063,45790,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,7/9/2021
CD2101110510,28916.09,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,1/25/2021
CD2203100633,10875,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",3 years,3/10/2022
CD2101270345,46948.22,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/23/2021
CD2101270657,75145.48,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/19/2021
CD2203090578,50680.72,CONSTRUCTION,USA,"Over 10,000,000",8 years,3/16/2022
CD2101270796,62728.37,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,4/20/2021
CD2101270631,77874.24,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",5 years,3/22/2021
CD2101120413,286805.08,MANUFACTURING,USA,"1,000,000 - 5,000,000",10+ years,3/15/2021
CD2101120746,89490,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,4/8/2021
CD2101120144,95342.75,FORESTRY,CAN,"500,000 - 1,000,000",10+ years,3/15/2021
CD2101290220,17121.42,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,3/24/2021
CD2101290496,64902.4,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/2/2021
CD2101120199,76788.5,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,2/10/2021
CD2203100586,44343.92,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,3/16/2022
CD2203100608,25294.9,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,3/16/2022
CD2112081112,105165,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/19/2022
CD2112081104,61998,CONSTRUCTION,USA,"250,000 - 500,000",2 years,1/20/2022
CD2203100539,26770.43,LONG-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",9 years,3/11/2022
CD2101290341,130268.25,MANUFACTURING,CAN,"250,000 - 500,000",10+ years,2/11/2021
CD2101290818,32420,OTHER,CAN,"5,000,000 - 10,000,000",10+ years,6/28/2021
CD2203100867,68195,CONSTRUCTION,USA,"250,000 - 500,000",3 years,3/21/2022
CD2203100853,12948.75,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,3/21/2022
CD2203090760,11170,AGRICULTURE,CAN,"Under 250,000",4 years,4/11/2022
CD2101120359,35695,OTHER,CAN,"1,000,000 - 5,000,000",10+ years,1/27/2021
CD2108260411,54995,CONSTRUCTION,CAN,"Over 10,000,000",8 years,9/9/2021
CD2103100091,215500.01,CONSTRUCTION,USA,"Over 10,000,000",8 years,3/15/2021
CD2101270446,71795,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,5/7/2021
CD2203100453,64740,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,4/8/2022
CD2101120244,90932.13,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,1/14/2021
CD2101120453,36015,CONSTRUCTION,USA,"500,000 - 1,000,000",5 years,2/24/2021
CD2103081031,101315.87,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,3/22/2021
CD2203090606,151395,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/11/2022
CD2203100482,96802.85,CONSTRUCTION,USA,"250,000 - 500,000",2 years,4/25/2022
CD2103081037,360995,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,3/30/2021
CD2103080996,112391,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,3/10/2021
CD2203100530,96633,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,3/17/2022
CD2101270366,13382.5,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,2/2/2021
CD2012310124,15986.6,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,1/4/2021
CD2012310092,133885,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,1/6/2021
CD2012310246,23514,CONSTRUCTION,USA,"Over 10,000,000",10+ years,1/6/2021
CD2012310173,28495,MATERIAL HANDLING,USA,"1,000,000 - 5,000,000",10+ years,1/6/2021
CD2103250562,11343.75,CONSTRUCTION,USA,"Under 250,000",5 years,4/5/2021
CD2012310187,30073,DEALER,USA,"Over 10,000,000",10+ years,1/6/2021
CD2012310192,27991.08,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,3/15/2021
CD2012310222,71657.32,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,1/4/2021
CD2012310183,23500,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,1/28/2021
CD2012310156,31446.97,CONSTRUCTION,USA,"1,000,000 - 5,000,000",9 years,1/18/2021
CD2203100498,78707.5,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,5/3/2022
CD2101180214,55734.72,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/29/2021
CD2203100910,105746.5,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",5 years,3/18/2022
CD2101250184,11150.14,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",4 years,1/29/2021
CD2102180808,135311.35,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,2/25/2021
CD2102170456,73079.9,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,3/31/2021
CD2102170833,41590.64,RENTAL COMPANY,CAN,"1,000,000 - 5,000,000",10+ years,3/16/2021
CD2103260398,167354,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/31/2021
CD2102170420,42656.54,CONSTRUCTION,USA,"500,000 - 1,000,000",9 years,3/8/2021
CD2108260296,92890,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,9/27/2021
CD2103090328,14238,CONSTRUCTION,CAN,"Under 250,000",2 years,3/23/2021
CD2103090313,65535,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,7/26/2021
CD2103090082,60068.31,CONSTRUCTION,CAN,"Under 250,000",6 years,4/15/2021
CD2102170849,139969.3,CONSTRUCTION,USA,"Over 10,000,000",10+ years,2/26/2021
CD2106240472,32260,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,6/28/2021
CD2105201315,72293,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,5/26/2021
CD2102171110,230290,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/19/2021
CD2103250043,24500,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,5/18/2021
CD2102171342,171757.38,CONSTRUCTION,USA,"1,000,000 - 5,000,000",4 years,3/12/2021
CD2102180734,33165,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,4/13/2021
CD2105201034,19245.43,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,5/27/2021
CD2103250510,64688.45,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/26/2021
CD2108260373,37587.5,AGRICULTURE,CAN,"1,000,000 - 5,000,000",5 years,10/1/2021
CD2103260289,123912,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/31/2021
CD2102181004,39822.75,CONSTRUCTION,CAN,"500,000 - 1,000,000",2 years,2/24/2021
CD2102180500,303575,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/26/2021
CD2101290807,37456.7,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,5/11/2021
CD2101280543,55425.3,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/18/2021
CD2101280816,185445,FORESTRY,USA,"500,000 - 1,000,000",10+ years,2/5/2021
CD2101290686,29500,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,2/26/2021
CD2101290354,99995,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,2/22/2021
CD2101120260,71320.1,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",10+ years,1/22/2021
CD2101280457,61020,RENTAL COMPANY,CAN,"Over 10,000,000",8 years,2/23/2021
CD2102171194,23652.5,DEALER,USA,"500,000 - 1,000,000",5 years,4/20/2021
CD2101120257,57870,CONSTRUCTION,USA,"Over 10,000,000",10+ years,1/18/2021
CD2101280801,94349.95,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,3/19/2021
CD2101140033,57029.33,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,5/28/2021
CD2105201129,17260,CONSTRUCTION,CAN,"Under 250,000",10+ years,6/7/2021
CD2101140035,34212.17,SHORT-HAUL TRANSPORTATION,CAN,"5,000,000 - 10,000,000",10+ years,3/22/2021
CD2101140032,51075,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,1/27/2021
CD2103250719,17019,CONSTRUCTION,USA,"500,000 - 1,000,000",7 years,3/25/2021
CD2101140418,27680,MINING,CAN,"250,000 - 500,000",6 years,2/17/2021
CD2102010655,24406.53,SHORT-HAUL TRANSPORTATION,CAN,"Under 250,000",8 years,3/31/2021
CD2105201128,180112.46,CONSTRUCTION,USA,"1,000,000 - 5,000,000",4 years,6/9/2021
CD2102190594,67712,CONSTRUCTION,CAN,"500,000 - 1,000,000",4 years,5/31/2021
CD2102190474,28011.63,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,6/25/2021
CD2102030769,87451,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/12/2021
CD2102010480,31662.94,SHORT-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",10+ years,2/26/2021
CD2102010842,50356.68,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,2/8/2021
CD2205060929,38726.45,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,5/13/2022
CD2102010229,41995,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,2/5/2021
CD2102190396,22602.06,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,4/22/2021
CD2102010509,119882.3,RENTAL COMPANY,USA,"250,000 - 500,000",10+ years,2/26/2021
CD2203090932,38000,LONG-HAUL TRANSPORTATION,CAN,"Under 250,000",2 years,4/13/2022
CD2205061081,236183.15,AGGREGATE,CAN,"1,000,000 - 5,000,000",3 years,5/12/2022
CD2102010721,78392.62,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/4/2021
CD2102010707,38100,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,3/16/2021
CD2102170926,31773.75,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",2 years,3/25/2021
CD2203100874,63970,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/14/2022
CD2102030712,59945,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,3/22/2021
CD2203101060,48755.25,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/29/2022
CD2102010905,45735,AGGREGATE,CAN,"500,000 - 1,000,000",10+ years,6/25/2021
CD2102030968,30795,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,2/10/2021
CD2203101105,48586.9,CONSTRUCTION,CAN,"Under 250,000",0 years,3/23/2022
CD2102010759,22092.3,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,3/4/2021
CD2112081147,77393,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",7 years,12/18/2021
CD2203100915,28286.61,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,3/10/2022
CD2203151064,88066.28,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/23/2022
CD2101190383,34177.7,CONSTRUCTION,USA,"Under 250,000",10+ years,1/28/2021
CD2101190007,61395,SHORT-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",6 years,1/22/2021
CD2101190285,33188.5,CONSTRUCTION,USA,"Over 10,000,000",10+ years,2/9/2021
CD2101190039,106569.07,OTHER,USA,"1,000,000 - 5,000,000",10+ years,2/18/2021
